name,fips
"Richland County, Illinois, United States",17159
"Rock Island County, Illinois, United States",17161
"St. Clair County, Illinois, United States",17163
"Saline County, Illinois, United States",17165
"Sangamon County, Illinois, United States",17167
"Schuyler County, Illinois, United States",17169
"Scott County, Illinois, United States",17171
"Shelby County, Illinois, United States",17173
"Stark County, Illinois, United States",17175
"Stephenson County, Illinois, United States",17177
"Tazewell County, Illinois, United States",17179
"Union County, Illinois, United States",17181
"Vermilion County, Illinois, United States",17183
"Wabash County, Illinois, United States",17185
"Warren County, Illinois, United States",17187
"Washington County, Illinois, United States",17189
"Wayne County, Illinois, United States",17191
"White County, Illinois, United States",17193
"Whiteside County, Illinois, United States",17195
"Will County, Illinois, United States",17197
"Williamson County, Illinois, United States",17199
"Winnebago County, Illinois, United States",17201
"Woodford County, Illinois, United States",17203
"Adams County, Indiana, United States",18001
"Allen County, Indiana, United States",18003
"Bartholomew County, Indiana, United States",18005
"Benton County, Indiana, United States",18007
"Blackford County, Indiana, United States",18009
"Boone County, Indiana, United States",18011
"Brown County, Indiana, United States",18013
"Carroll County, Indiana, United States",18015
"Cass County, Indiana, United States",18017
"Clark County, Indiana, United States",18019
"Clay County, Indiana, United States",18021
"Clinton County, Indiana, United States",18023
"Crawford County, Indiana, United States",18025
"Daviess County, Indiana, United States",18027
"Dearborn County, Indiana, United States",18029
"Decatur County, Indiana, United States",18031
"DeKalb County, Indiana, United States",18033
"Delaware County, Indiana, United States",18035
"Dubois County, Indiana, United States",18037
"Elkhart County, Indiana, United States",18039
"Fayette County, Indiana, United States",18041
"Floyd County, Indiana, United States",18043
"Fountain County, Indiana, United States",18045
"Franklin County, Indiana, United States",18047
"Fulton County, Indiana, United States",18049
"Gibson County, Indiana, United States",18051
"Grant County, Indiana, United States",18053
"Greene County, Indiana, United States",18055
"Hamilton County, Indiana, United States",18057
"Hancock County, Indiana, United States",18059
"Harrison County, Indiana, United States",18061
"Hendricks County, Indiana, United States",18063
"Henry County, Indiana, United States",18065
"Howard County, Indiana, United States",18067
"Huntington County, Indiana, United States",18069
"Jackson County, Indiana, United States",18071
"Jasper County, Indiana, United States",18073
"Jay County, Indiana, United States",18075
"Jefferson County, Indiana, United States",18077
"Jennings County, Indiana, United States",18079
"Johnson County, Indiana, United States",18081
"Knox County, Indiana, United States",18083
"Kosciusko County, Indiana, United States",18085
"LaGrange County, Indiana, United States",18087
"Lake County, Indiana, United States",18089
"LaPorte County, Indiana, United States",18091
"Lawrence County, Indiana, United States",18093
"Madison County, Indiana, United States",18095
"Marion County, Indiana, United States",18097
"Marshall County, Indiana, United States",18099
"Martin County, Indiana, United States",18101
"Miami County, Indiana, United States",18103
"Monroe County, Indiana, United States",18105
"Montgomery County, Indiana, United States",18107
"Morgan County, Indiana, United States",18109
"Newton County, Indiana, United States",18111
"Noble County, Indiana, United States",18113
"Ohio County, Indiana, United States",18115
"Orange County, Indiana, United States",18117
"Owen County, Indiana, United States",18119
"Parke County, Indiana, United States",18121
"Perry County, Indiana, United States",18123
"Pike County, Indiana, United States",18125
"Porter County, Indiana, United States",18127
"Posey County, Indiana, United States",18129
"Pulaski County, Indiana, United States",18131
"Putnam County, Indiana, United States",18133
"Randolph County, Indiana, United States",18135
"Ripley County, Indiana, United States",18137
"Rush County, Indiana, United States",18139
"St. Joseph County, Indiana, United States",18141
"Scott County, Indiana, United States",18143
"Shelby County, Indiana, United States",18145
"Spencer County, Indiana, United States",18147
"Starke County, Indiana, United States",18149
"Steuben County, Indiana, United States",18151
"Sullivan County, Indiana, United States",18153
"Switzerland County, Indiana, United States",18155
"Tippecanoe County, Indiana, United States",18157
"Tipton County, Indiana, United States",18159
"Union County, Indiana, United States",18161
"Vanderburgh County, Indiana, United States",18163
"Vermillion County, Indiana, United States",18165
"Vigo County, Indiana, United States",18167
"Wabash County, Indiana, United States",18169
"Warren County, Indiana, United States",18171
"Warrick County, Indiana, United States",18173
"Washington County, Indiana, United States",18175
"Wayne County, Indiana, United States",18177
"Wells County, Indiana, United States",18179
"White County, Indiana, United States",18181
"Whitley County, Indiana, United States",18183
"Allen County, Kansas, United States",20001
"Anderson County, Kansas, United States",20003
"Atchison County, Kansas, United States",20005
"Barber County, Kansas, United States",20007
"Barton County, Kansas, United States",20009
"Bourbon County, Kansas, United States",20011
"Brown County, Kansas, United States",20013
"Butler County, Kansas, United States",20015
"Chase County, Kansas, United States",20017
"Chautauqua County, Kansas, United States",20019
"Cherokee County, Kansas, United States",20021
"Cheyenne County, Kansas, United States",20023
"Clark County, Kansas, United States",20025
"Clay County, Kansas, United States",20027
"Cloud County, Kansas, United States",20029
"Coffey County, Kansas, United States",20031
"Comanche County, Kansas, United States",20033
"Cowley County, Kansas, United States",20035
"Crawford County, Kansas, United States",20037
"Decatur County, Kansas, United States",20039
"Dickinson County, Kansas, United States",20041
"Doniphan County, Kansas, United States",20043
"Douglas County, Kansas, United States",20045
"Edwards County, Kansas, United States",20047
"Elk County, Kansas, United States",20049
"Ellis County, Kansas, United States",20051
"Ellsworth County, Kansas, United States",20053
"Finney County, Kansas, United States",20055
"Ford County, Kansas, United States",20057
"Franklin County, Kansas, United States",20059
"Geary County, Kansas, United States",20061
"Gove County, Kansas, United States",20063
"Graham County, Kansas, United States",20065
"Grant County, Kansas, United States",20067
"Gray County, Kansas, United States",20069
"Greeley County, Kansas, United States",20071
"Greenwood County, Kansas, United States",20073
"Hamilton County, Kansas, United States",20075
"Harper County, Kansas, United States",20077
"Harvey County, Kansas, United States",20079
"Haskell County, Kansas, United States",20081
"Hodgeman County, Kansas, United States",20083
"Jackson County, Kansas, United States",20085
"Jefferson County, Kansas, United States",20087
"Jewell County, Kansas, United States",20089
"Johnson County, Kansas, United States",20091
"Kearny County, Kansas, United States",20093
"Kingman County, Kansas, United States",20095
"Kiowa County, Kansas, United States",20097
"Labette County, Kansas, United States",20099
"Lane County, Kansas, United States",20101
"Leavenworth County, Kansas, United States",20103
"Lincoln County, Kansas, United States",20105
"Linn County, Kansas, United States",20107
"Logan County, Kansas, United States",20109
"Lyon County, Kansas, United States",20111
"McPherson County, Kansas, United States",20113
"Marion County, Kansas, United States",20115
"Marshall County, Kansas, United States",20117
"Meade County, Kansas, United States",20119
"Miami County, Kansas, United States",20121
"Mitchell County, Kansas, United States",20123
"Montgomery County, Kansas, United States",20125
"Morris County, Kansas, United States",20127
"Morton County, Kansas, United States",20129
"Nemaha County, Kansas, United States",20131
"Neosho County, Kansas, United States",20133
"Ness County, Kansas, United States",20135
"Norton County, Kansas, United States",20137
"Osage County, Kansas, United States",20139
"Osborne County, Kansas, United States",20141
"Ottawa County, Kansas, United States",20143
"Pawnee County, Kansas, United States",20145
"Phillips County, Kansas, United States",20147
"Pottawatomie County, Kansas, United States",20149
"Pratt County, Kansas, United States",20151
"Rawlins County, Kansas, United States",20153
"Reno County, Kansas, United States",20155
"Republic County, Kansas, United States",20157
"Rice County, Kansas, United States",20159
"Riley County, Kansas, United States",20161
"Rooks County, Kansas, United States",20163
"Rush County, Kansas, United States",20165
"Russell County, Kansas, United States",20167
"Saline County, Kansas, United States",20169
"Scott County, Kansas, United States",20171
"Sedgwick County, Kansas, United States",20173
"Seward County, Kansas, United States",20175
"Shawnee County, Kansas, United States",20177
"Sheridan County, Kansas, United States",20179
"Sherman County, Kansas, United States",20181
"Smith County, Kansas, United States",20183
"Stafford County, Kansas, United States",20185
"Stanton County, Kansas, United States",20187
"Stevens County, Kansas, United States",20189
"Sumner County, Kansas, United States",20191
"Thomas County, Kansas, United States",20193
"Trego County, Kansas, United States",20195
"Wabaunsee County, Kansas, United States",20197
"Wallace County, Kansas, United States",20199
"Washington County, Kansas, United States",20201
"Wichita County, Kansas, United States",20203
"Wilson County, Kansas, United States",20205
"Woodson County, Kansas, United States",20207
"Wyandotte County, Kansas, United States",20209
"Adair County, Kentucky, United States",21001
"Allen County, Kentucky, United States",21003
"Anderson County, Kentucky, United States",21005
"Ballard County, Kentucky, United States",21007
"Barren County, Kentucky, United States",21009
"Bath County, Kentucky, United States",21011
"Bell County, Kentucky, United States",21013
"Boone County, Kentucky, United States",21015
"Bourbon County, Kentucky, United States",21017
"Boyd County, Kentucky, United States",21019
"Boyle County, Kentucky, United States",21021
"Bracken County, Kentucky, United States",21023
"Breathitt County, Kentucky, United States",21025
"Breckinridge County, Kentucky, United States",21027
"Bullitt County, Kentucky, United States",21029
"Butler County, Kentucky, United States",21031
"Caldwell County, Kentucky, United States",21033
"Calloway County, Kentucky, United States",21035
"Campbell County, Kentucky, United States",21037
"Carlisle County, Kentucky, United States",21039
"Carroll County, Kentucky, United States",21041
"Carter County, Kentucky, United States",21043
"Casey County, Kentucky, United States",21045
"Christian County, Kentucky, United States",21047
"Clark County, Kentucky, United States",21049
"Clay County, Kentucky, United States",21051
"Clinton County, Kentucky, United States",21053
"Crittenden County, Kentucky, United States",21055
"Cumberland County, Kentucky, United States",21057
"Daviess County, Kentucky, United States",21059
"Edmonson County, Kentucky, United States",21061
"Elliott County, Kentucky, United States",21063
"Estill County, Kentucky, United States",21065
"Fayette County, Kentucky, United States",21067
"Fleming County, Kentucky, United States",21069
"Floyd County, Kentucky, United States",21071
"Franklin County, Kentucky, United States",21073
"Fulton County, Kentucky, United States",21075
"Gallatin County, Kentucky, United States",21077
"Garrard County, Kentucky, United States",21079
"Grant County, Kentucky, United States",21081
"Graves County, Kentucky, United States",21083
"Grayson County, Kentucky, United States",21085
"Green County, Kentucky, United States",21087
"Greenup County, Kentucky, United States",21089
"Hancock County, Kentucky, United States",21091
"Hardin County, Kentucky, United States",21093
"Harlan County, Kentucky, United States",21095
"Harrison County, Kentucky, United States",21097
"Hart County, Kentucky, United States",21099
"Henderson County, Kentucky, United States",21101
"Henry County, Kentucky, United States",21103
"Hickman County, Kentucky, United States",21105
"Hopkins County, Kentucky, United States",21107
"Jackson County, Kentucky, United States",21109
"Jefferson County, Kentucky, United States",21111
"Jessamine County, Kentucky, United States",21113
"Johnson County, Kentucky, United States",21115
"Kenton County, Kentucky, United States",21117
"Knott County, Kentucky, United States",21119
"Knox County, Kentucky, United States",21121
"Larue County, Kentucky, United States",21123
"Laurel County, Kentucky, United States",21125
"Lawrence County, Kentucky, United States",21127
"Lee County, Kentucky, United States",21129
"Leslie County, Kentucky, United States",21131
"Letcher County, Kentucky, United States",21133
"Lewis County, Kentucky, United States",21135
"Lincoln County, Kentucky, United States",21137
"Livingston County, Kentucky, United States",21139
"Logan County, Kentucky, United States",21141
"Lyon County, Kentucky, United States",21143
"McCracken County, Kentucky, United States",21145
"McCreary County, Kentucky, United States",21147
"McLean County, Kentucky, United States",21149
"Madison County, Kentucky, United States",21151
"Magoffin County, Kentucky, United States",21153
"Marion County, Kentucky, United States",21155
"Marshall County, Kentucky, United States",21157
"Martin County, Kentucky, United States",21159
"Mason County, Kentucky, United States",21161
"Meade County, Kentucky, United States",21163
"Menifee County, Kentucky, United States",21165
"Mercer County, Kentucky, United States",21167
"Metcalfe County, Kentucky, United States",21169
"Monroe County, Kentucky, United States",21171
"Montgomery County, Kentucky, United States",21173
"Morgan County, Kentucky, United States",21175
"Muhlenberg County, Kentucky, United States",21177
"Nelson County, Kentucky, United States",21179
"Nicholas County, Kentucky, United States",21181
"Ohio County, Kentucky, United States",21183
"Oldham County, Kentucky, United States",21185
"Owen County, Kentucky, United States",21187
"Owsley County, Kentucky, United States",21189
"Pendleton County, Kentucky, United States",21191
"Perry County, Kentucky, United States",21193
"Pike County, Kentucky, United States",21195
"Powell County, Kentucky, United States",21197
"Pulaski County, Kentucky, United States",21199
"Robertson County, Kentucky, United States",21201
"Rockcastle County, Kentucky, United States",21203
"Rowan County, Kentucky, United States",21205
"Russell County, Kentucky, United States",21207
"Scott County, Kentucky, United States",21209
"Shelby County, Kentucky, United States",21211
"Simpson County, Kentucky, United States",21213
"Spencer County, Kentucky, United States",21215
"Taylor County, Kentucky, United States",21217
"Todd County, Kentucky, United States",21219
"Trigg County, Kentucky, United States",21221
"Trimble County, Kentucky, United States",21223
"Union County, Kentucky, United States",21225
"Warren County, Kentucky, United States",21227
"Washington County, Kentucky, United States",21229
"Wayne County, Kentucky, United States",21231
"Webster County, Kentucky, United States",21233
"Whitley County, Kentucky, United States",21235
"Wolfe County, Kentucky, United States",21237
"Woodford County, Kentucky, United States",21239
"Acadia Parish, Louisiana, United States",22001
"Allen Parish, Louisiana, United States",22003
"Ascension Parish, Louisiana, United States",22005
"Assumption Parish, Louisiana, United States",22007
"Avoyelles Parish, Louisiana, United States",22009
"Beauregard Parish, Louisiana, United States",22011
"Bienville Parish, Louisiana, United States",22013
"Bossier Parish, Louisiana, United States",22015
"Caddo Parish, Louisiana, United States",22017
"Calcasieu Parish, Louisiana, United States",22019
"Caldwell Parish, Louisiana, United States",22021
"Cameron Parish, Louisiana, United States",22023
"Catahoula Parish, Louisiana, United States",22025
"Claiborne Parish, Louisiana, United States",22027
"Concordia Parish, Louisiana, United States",22029
"De Soto Parish, Louisiana, United States",22031
"East Baton Rouge Parish, Louisiana, United States",22033
"East Carroll Parish, Louisiana, United States",22035
"East Feliciana Parish, Louisiana, United States",22037
"Evangeline Parish, Louisiana, United States",22039
"Franklin Parish, Louisiana, United States",22041
"Grant Parish, Louisiana, United States",22043
"Iberia Parish, Louisiana, United States",22045
"Iberville Parish, Louisiana, United States",22047
"Jackson Parish, Louisiana, United States",22049
"Jefferson Parish, Louisiana, United States",22051
"Jefferson Davis Parish, Louisiana, United States",22053
"Lafayette Parish, Louisiana, United States",22055
"Lafourche Parish, Louisiana, United States",22057
"LaSalle Parish, Louisiana, United States",22059
"Lincoln Parish, Louisiana, United States",22061
"Livingston Parish, Louisiana, United States",22063
"Madison Parish, Louisiana, United States",22065
"Morehouse Parish, Louisiana, United States",22067
"Natchitoches Parish, Louisiana, United States",22069
"Orleans Parish, Louisiana, United States",22071
"Ouachita Parish, Louisiana, United States",22073
"Plaquemines Parish, Louisiana, United States",22075
"Pointe Coupee Parish, Louisiana, United States",22077
"Rapides Parish, Louisiana, United States",22079
"Red River Parish, Louisiana, United States",22081
"Richland Parish, Louisiana, United States",22083
"Sabine Parish, Louisiana, United States",22085
"St. Bernard Parish, Louisiana, United States",22087
"St. Charles Parish, Louisiana, United States",22089
"St. Helena Parish, Louisiana, United States",22091
"St. James Parish, Louisiana, United States",22093
"St. John the Baptist Parish, Louisiana, United States",22095
"St. Landry Parish, Louisiana, United States",22097
"St. Martin Parish, Louisiana, United States",22099
"St. Mary Parish, Louisiana, United States",22101
"St. Tammany Parish, Louisiana, United States",22103
"Tangipahoa Parish, Louisiana, United States",22105
"Tensas Parish, Louisiana, United States",22107
"Terrebonne Parish, Louisiana, United States",22109
"Union Parish, Louisiana, United States",22111
"Vermilion Parish, Louisiana, United States",22113
"Vernon Parish, Louisiana, United States",22115
"Washington Parish, Louisiana, United States",22117
"Webster Parish, Louisiana, United States",22119
"West Baton Rouge Parish, Louisiana, United States",22121
"West Carroll Parish, Louisiana, United States",22123
"West Feliciana Parish, Louisiana, United States",22125
"Winn Parish, Louisiana, United States",22127
"Barnstable County, Massachusetts, United States",25001
"Berkshire County, Massachusetts, United States",25003
"Bristol County, Massachusetts, United States",25005
"Dukes County, Massachusetts, United States",25007
"Essex County, Massachusetts, United States",25009
"Franklin County, Massachusetts, United States",25011
"Hampden County, Massachusetts, United States",25013
"Hampshire County, Massachusetts, United States",25015
"Middlesex County, Massachusetts, United States",25017
"Nantucket County, Massachusetts, United States",25019
"Norfolk County, Massachusetts, United States",25021
"Plymouth County, Massachusetts, United States",25023
"Suffolk County, Massachusetts, United States",25025
"Worcester County, Massachusetts, United States",25027
"Allegany County, Maryland, United States",24001
"Anne Arundel County, Maryland, United States",24003
"Baltimore County, Maryland, United States",24005
"Calvert County, Maryland, United States",24009
"Caroline County, Maryland, United States",24011
"Carroll County, Maryland, United States",24013
"Cecil County, Maryland, United States",24015
"Charles County, Maryland, United States",24017
"Dorchester County, Maryland, United States",24019
"Frederick County, Maryland, United States",24021
"Garrett County, Maryland, United States",24023
"Harford County, Maryland, United States",24025
"Howard County, Maryland, United States",24027
"Kent County, Maryland, United States",24029
"Montgomery County, Maryland, United States",24031
"Prince George's County, Maryland, United States",24033
"Queen Anne's County, Maryland, United States",24035
"St. Mary's County, Maryland, United States",24037
"Somerset County, Maryland, United States",24039
"Talbot County, Maryland, United States",24041
"Washington County, Maryland, United States",24043
"Wicomico County, Maryland, United States",24045
"Worcester County, Maryland, United States",24047
"Baltimore City, Maryland, United States",24510
"Androscoggin County, Maine, United States",23001
"Aroostook County, Maine, United States",23003
"Cumberland County, Maine, United States",23005
"Franklin County, Maine, United States",23007
"Hancock County, Maine, United States",23009
"Kennebec County, Maine, United States",23011
"Knox County, Maine, United States",23013
"Lincoln County, Maine, United States",23015
"Oxford County, Maine, United States",23017
"Penobscot County, Maine, United States",23019
"Piscataquis County, Maine, United States",23021
"Sagadahoc County, Maine, United States",23023
"Somerset County, Maine, United States",23025
"Waldo County, Maine, United States",23027
"Washington County, Maine, United States",23029
"York County, Maine, United States",23031
"Alcona County, Michigan, United States",26001
"Alger County, Michigan, United States",26003
"Allegan County, Michigan, United States",26005
"Alpena County, Michigan, United States",26007
"Antrim County, Michigan, United States",26009
"Arenac County, Michigan, United States",26011
"Baraga County, Michigan, United States",26013
"Barry County, Michigan, United States",26015
"Bay County, Michigan, United States",26017
"Benzie County, Michigan, United States",26019
"Berrien County, Michigan, United States",26021
"Branch County, Michigan, United States",26023
"Calhoun County, Michigan, United States",26025
"Cass County, Michigan, United States",26027
"Charlevoix County, Michigan, United States",26029
"Cheboygan County, Michigan, United States",26031
"Chippewa County, Michigan, United States",26033
"Clare County, Michigan, United States",26035
"Clinton County, Michigan, United States",26037
"Crawford County, Michigan, United States",26039
"Delta County, Michigan, United States",26041
"Dickinson County, Michigan, United States",26043
"Eaton County, Michigan, United States",26045
"Emmet County, Michigan, United States",26047
"Genesee County, Michigan, United States",26049
"Gladwin County, Michigan, United States",26051
"Gogebic County, Michigan, United States",26053
"Grand Traverse County, Michigan, United States",26055
"Gratiot County, Michigan, United States",26057
"Hillsdale County, Michigan, United States",26059
"Houghton County, Michigan, United States",26061
"Huron County, Michigan, United States",26063
"Ingham County, Michigan, United States",26065
"Ionia County, Michigan, United States",26067
"Iosco County, Michigan, United States",26069
"Iron County, Michigan, United States",26071
"Isabella County, Michigan, United States",26073
"Jackson County, Michigan, United States",26075
"Kalamazoo County, Michigan, United States",26077
"Kalkaska County, Michigan, United States",26079
"Kent County, Michigan, United States",26081
"Keweenaw County, Michigan, United States",26083
"Lake County, Michigan, United States",26085
"Lapeer County, Michigan, United States",26087
"Leelanau County, Michigan, United States",26089
"Lenawee County, Michigan, United States",26091
"Livingston County, Michigan, United States",26093
"Luce County, Michigan, United States",26095
"Mackinac County, Michigan, United States",26097
"Macomb County, Michigan, United States",26099
"Manistee County, Michigan, United States",26101
"Marquette County, Michigan, United States",26103
"Mason County, Michigan, United States",26105
"Mecosta County, Michigan, United States",26107
"Menominee County, Michigan, United States",26109
"Midland County, Michigan, United States",26111
"Missaukee County, Michigan, United States",26113
"Monroe County, Michigan, United States",26115
"Montcalm County, Michigan, United States",26117
"Montmorency County, Michigan, United States",26119
"Muskegon County, Michigan, United States",26121
"Newaygo County, Michigan, United States",26123
"Oakland County, Michigan, United States",26125
"Oceana County, Michigan, United States",26127
"Ogemaw County, Michigan, United States",26129
"Ontonagon County, Michigan, United States",26131
"Osceola County, Michigan, United States",26133
"Oscoda County, Michigan, United States",26135
"Otsego County, Michigan, United States",26137
"Ottawa County, Michigan, United States",26139
"Presque Isle County, Michigan, United States",26141
"Roscommon County, Michigan, United States",26143
"Saginaw County, Michigan, United States",26145
"St. Clair County, Michigan, United States",26147
"St. Joseph County, Michigan, United States",26149
"Sanilac County, Michigan, United States",26151
"Schoolcraft County, Michigan, United States",26153
"Shiawassee County, Michigan, United States",26155
"Tuscola County, Michigan, United States",26157
"Van Buren County, Michigan, United States",26159
"Washtenaw County, Michigan, United States",26161
"Wayne County, Michigan, United States",26163
"Wexford County, Michigan, United States",26165
"Aitkin County, Minnesota, United States",27001
"Anoka County, Minnesota, United States",27003
"Becker County, Minnesota, United States",27005
"Beltrami County, Minnesota, United States",27007
"Benton County, Minnesota, United States",27009
"Big Stone County, Minnesota, United States",27011
"Blue Earth County, Minnesota, United States",27013
"Brown County, Minnesota, United States",27015
"Carlton County, Minnesota, United States",27017
"Carver County, Minnesota, United States",27019
"Cass County, Minnesota, United States",27021
"Chippewa County, Minnesota, United States",27023
"Chisago County, Minnesota, United States",27025
"Clay County, Minnesota, United States",27027
"Clearwater County, Minnesota, United States",27029
"Cook County, Minnesota, United States",27031
"Cottonwood County, Minnesota, United States",27033
"Crow Wing County, Minnesota, United States",27035
"Dakota County, Minnesota, United States",27037
"Dodge County, Minnesota, United States",27039
"Douglas County, Minnesota, United States",27041
"Faribault County, Minnesota, United States",27043
"Fillmore County, Minnesota, United States",27045
"Freeborn County, Minnesota, United States",27047
"Goodhue County, Minnesota, United States",27049
"Grant County, Minnesota, United States",27051
"Hennepin County, Minnesota, United States",27053
"Houston County, Minnesota, United States",27055
"Hubbard County, Minnesota, United States",27057
"Isanti County, Minnesota, United States",27059
"Itasca County, Minnesota, United States",27061
"Jackson County, Minnesota, United States",27063
"Kanabec County, Minnesota, United States",27065
"Kandiyohi County, Minnesota, United States",27067
"Kittson County, Minnesota, United States",27069
"Koochiching County, Minnesota, United States",27071
"Lac qui Parle County, Minnesota, United States",27073
"Lake County, Minnesota, United States",27075
"Lake of the Woods County, Minnesota, United States",27077
"Le Sueur County, Minnesota, United States",27079
"Lincoln County, Minnesota, United States",27081
"Lyon County, Minnesota, United States",27083
"McLeod County, Minnesota, United States",27085
"Mahnomen County, Minnesota, United States",27087
"Marshall County, Minnesota, United States",27089
"Martin County, Minnesota, United States",27091
"Meeker County, Minnesota, United States",27093
"Mille Lacs County, Minnesota, United States",27095
"Morrison County, Minnesota, United States",27097
"Mower County, Minnesota, United States",27099
"Murray County, Minnesota, United States",27101
"Nicollet County, Minnesota, United States",27103
"Nobles County, Minnesota, United States",27105
"Norman County, Minnesota, United States",27107
"Olmsted County, Minnesota, United States",27109
"Otter Tail County, Minnesota, United States",27111
"Pennington County, Minnesota, United States",27113
"Pine County, Minnesota, United States",27115
"Pipestone County, Minnesota, United States",27117
"Polk County, Minnesota, United States",27119
"Pope County, Minnesota, United States",27121
"Ramsey County, Minnesota, United States",27123
"Red Lake County, Minnesota, United States",27125
"Redwood County, Minnesota, United States",27127
"Renville County, Minnesota, United States",27129
"Rice County, Minnesota, United States",27131
"Rock County, Minnesota, United States",27133
"Roseau County, Minnesota, United States",27135
"St. Louis County, Minnesota, United States",27137
"Scott County, Minnesota, United States",27139
"Sherburne County, Minnesota, United States",27141
"Sibley County, Minnesota, United States",27143
"Stearns County, Minnesota, United States",27145
"Steele County, Minnesota, United States",27147
"Stevens County, Minnesota, United States",27149
"Swift County, Minnesota, United States",27151
"Todd County, Minnesota, United States",27153
"Traverse County, Minnesota, United States",27155
"Wabasha County, Minnesota, United States",27157
"Wadena County, Minnesota, United States",27159
"Waseca County, Minnesota, United States",27161
"Washington County, Minnesota, United States",27163
"Watonwan County, Minnesota, United States",27165
"Wilkin County, Minnesota, United States",27167
"Winona County, Minnesota, United States",27169
"Wright County, Minnesota, United States",27171
"Yellow Medicine County, Minnesota, United States",27173
"Adair County, Missouri, United States",29001
"Andrew County, Missouri, United States",29003
"Atchison County, Missouri, United States",29005
"Audrain County, Missouri, United States",29007
"Barry County, Missouri, United States",29009
"Barton County, Missouri, United States",29011
"Bates County, Missouri, United States",29013
"Benton County, Missouri, United States",29015
"Bollinger County, Missouri, United States",29017
"Boone County, Missouri, United States",29019
"Buchanan County, Missouri, United States",29021
"Butler County, Missouri, United States",29023
"Caldwell County, Missouri, United States",29025
"Callaway County, Missouri, United States",29027
"Camden County, Missouri, United States",29029
"Cape Girardeau County, Missouri, United States",29031
"Carroll County, Missouri, United States",29033
"Carter County, Missouri, United States",29035
"Cass County, Missouri, United States",29037
"Cedar County, Missouri, United States",29039
"Chariton County, Missouri, United States",29041
"Christian County, Missouri, United States",29043
"Clark County, Missouri, United States",29045
"Clay County, Missouri, United States",29047
"Clinton County, Missouri, United States",29049
"Cole County, Missouri, United States",29051
"Cooper County, Missouri, United States",29053
"Crawford County, Missouri, United States",29055
"Dade County, Missouri, United States",29057
"Dallas County, Missouri, United States",29059
"Daviess County, Missouri, United States",29061
"DeKalb County, Missouri, United States",29063
"Dent County, Missouri, United States",29065
"Douglas County, Missouri, United States",29067
"Dunklin County, Missouri, United States",29069
"Franklin County, Missouri, United States",29071
"Gasconade County, Missouri, United States",29073
"Gentry County, Missouri, United States",29075
"Greene County, Missouri, United States",29077
"Grundy County, Missouri, United States",29079
"Harrison County, Missouri, United States",29081
"Henry County, Missouri, United States",29083
"Hickory County, Missouri, United States",29085
"Holt County, Missouri, United States",29087
"Howard County, Missouri, United States",29089
"Howell County, Missouri, United States",29091
"Iron County, Missouri, United States",29093
"Jackson County, Missouri, United States",29095
"Jasper County, Missouri, United States",29097
"Jefferson County, Missouri, United States",29099
"Johnson County, Missouri, United States",29101
"Knox County, Missouri, United States",29103
"Laclede County, Missouri, United States",29105
"Lafayette County, Missouri, United States",29107
"Lawrence County, Missouri, United States",29109
"Lewis County, Missouri, United States",29111
"Lincoln County, Missouri, United States",29113
"Linn County, Missouri, United States",29115
"Livingston County, Missouri, United States",29117
"McDonald County, Missouri, United States",29119
"Macon County, Missouri, United States",29121
"Madison County, Missouri, United States",29123
"Maries County, Missouri, United States",29125
"Marion County, Missouri, United States",29127
"Mercer County, Missouri, United States",29129
"Miller County, Missouri, United States",29131
"Mississippi County, Missouri, United States",29133
"Moniteau County, Missouri, United States",29135
"Monroe County, Missouri, United States",29137
"Montgomery County, Missouri, United States",29139
"Morgan County, Missouri, United States",29141
"New Madrid County, Missouri, United States",29143
"Newton County, Missouri, United States",29145
"Nodaway County, Missouri, United States",29147
"Oregon County, Missouri, United States",29149
"Osage County, Missouri, United States",29151
"Ozark County, Missouri, United States",29153
"Pemiscot County, Missouri, United States",29155
"Perry County, Missouri, United States",29157
"Pettis County, Missouri, United States",29159
"Phelps County, Missouri, United States",29161
"Pike County, Missouri, United States",29163
"Platte County, Missouri, United States",29165
"Polk County, Missouri, United States",29167
"Pulaski County, Missouri, United States",29169
"Putnam County, Missouri, United States",29171
"Ralls County, Missouri, United States",29173
"Randolph County, Missouri, United States",29175
"Ray County, Missouri, United States",29177
"Reynolds County, Missouri, United States",29179
"Ripley County, Missouri, United States",29181
"St. Charles County, Missouri, United States",29183
"St. Clair County, Missouri, United States",29185
"Ste. Genevieve County, Missouri, United States",29186
"St. Francois County, Missouri, United States",29187
"St. Louis County, Missouri, United States",29189
"Saline County, Missouri, United States",29195
"Schuyler County, Missouri, United States",29197
"Scotland County, Missouri, United States",29199
"Scott County, Missouri, United States",29201
"Shannon County, Missouri, United States",29203
"Shelby County, Missouri, United States",29205
"Stoddard County, Missouri, United States",29207
"Stone County, Missouri, United States",29209
"Sullivan County, Missouri, United States",29211
"Taney County, Missouri, United States",29213
"Texas County, Missouri, United States",29215
"Vernon County, Missouri, United States",29217
"Warren County, Missouri, United States",29219
"Washington County, Missouri, United States",29221
"Wayne County, Missouri, United States",29223
"Webster County, Missouri, United States",29225
"Worth County, Missouri, United States",29227
"Wright County, Missouri, United States",29229
"St. Louis City, Missouri, United States",29510
"Adams County, Mississippi, United States",28001
"Alcorn County, Mississippi, United States",28003
"Amite County, Mississippi, United States",28005
"Attala County, Mississippi, United States",28007
"Benton County, Mississippi, United States",28009
"Bolivar County, Mississippi, United States",28011
